t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi,    x0,       y0,         psi 
 16.4000   2.4237  -2.3710  -2.3264   2.1319   0.9790  -0.7600  -0.8102   0.9738  -0.0018  -0.1157  -0.0109  -0.0022   0.4132  -0.0073 
 16.5000   1.9252  -2.0346  -1.7428   2.1562   1.2759  -0.9088  -1.1053   0.9902   0.0038  -0.0982  -0.0020  -0.0019   0.4034  -0.0075 
 16.6000   2.0670  -1.6414  -1.9697   2.4439   1.2014  -1.1218  -0.9582   0.7981   0.0112  -0.1015   0.0229  -0.0009   0.3933  -0.0052 
 16.7000   2.3142  -1.9697  -1.9859   2.2778   1.0370  -0.9738  -0.9651   0.8621   0.0080  -0.1068  -0.0007  -0.0001   0.3826  -0.0053 
 16.8000   2.5169  -2.2008  -2.1197   2.0589   0.8889  -0.8240  -0.8846   0.9720   0.0032  -0.1112  -0.0175   0.0001   0.3714  -0.0070 
 16.9000   2.3629  -2.2778  -1.8725   2.3872   0.9340  -0.7929  -1.0283   0.7920   0.0075  -0.1113  -0.0124   0.0008   0.3603  -0.0082 
 17.0000   2.1156  -1.6414  -1.8725   2.2372   1.0785  -1.0664  -1.0569   0.8543   0.0105  -0.0983   0.0114   0.0018   0.3505  -0.0071 
 17.1000   1.6901  -1.4955  -1.9697   2.2615   1.3425  -1.3148  -1.0067   0.8214   0.0061  -0.0927   0.0340   0.0023   0.3412  -0.0037 
 17.2000   2.0184  -1.9252  -2.1156   2.1156   1.1434  -1.0846  -0.9521   0.8751   0.0012  -0.1022   0.0093   0.0024   0.3310  -0.0028 
 17.3000   2.3223  -2.2494  -1.9981   1.8765   0.9495  -0.9201  -1.0395   1.0292  -0.0006  -0.1056  -0.0226   0.0023   0.3204  -0.0050 
 17.4000   2.3507  -2.4926  -2.4926   2.2251   0.9054  -0.7539  -0.8379   0.8431  -0.0051  -0.1195  -0.0041   0.0017   0.3085  -0.0054 
 17.5000   2.1278  -2.2615  -2.0670   2.2291   1.0266  -0.8353  -0.9997   0.8483   0.0004  -0.1086  -0.0030   0.0017   0.2976  -0.0057 
 17.6000   1.9211  -1.8238  -2.0305   2.2129   1.1270  -1.1209  -1.0110   0.8240   0.0035  -0.0999   0.0162   0.0020   0.2876  -0.0041 
 17.7000   2.2048  -2.1156  -2.0346   2.0913   0.9833  -0.9703  -1.0370   0.8881   0.0018  -0.1056  -0.0063   0.0022   0.2771  -0.0048 
 17.8000   2.2048  -2.2291  -2.1197   2.0346   0.9478  -0.8846  -0.9919   0.9253  -0.0014  -0.1074  -0.0091   0.0020   0.2663  -0.0057 
 17.9000   2.1400  -2.1764  -2.2372   2.2494   0.9893  -0.9262  -0.9556   0.7911  -0.0003  -0.1100   0.0055   0.0019   0.2553  -0.0051 
 18.0000   1.9211  -2.1683  -1.9373   2.2048   1.0794  -0.9331  -1.1010   0.8483   0.0003  -0.1029   0.0017   0.0018   0.2450  -0.0049 
 18.1000   1.7792  -1.7185  -1.9819   2.1886   1.2300  -1.2559  -1.1140   0.8560   0.0033  -0.0959   0.0218   0.0021   0.2355  -0.0028 
 18.2000   1.9697  -2.0305  -2.0711   2.0832   1.1581  -1.0837  -1.0387   0.8959  -0.0006  -0.1019   0.0050   0.0020   0.2253  -0.0023 
 18.3000   2.1805  -2.3102  -2.2170   2.0954   1.0266  -0.9270  -0.9755   0.8941  -0.0031  -0.1100  -0.0058   0.0017   0.2143  -0.0028 
 18.4000   2.1683  -2.4115  -2.1400   2.1319   1.0179  -0.8379  -0.9798   0.8656  -0.0031  -0.1106  -0.0100   0.0014   0.2032  -0.0038 
 18.5000   2.1278  -2.2251  -2.1643   1.9738   1.0352  -0.9391  -0.9677   0.9885  -0.0036  -0.1061  -0.0070   0.0010   0.1926  -0.0045 
 18.6000   1.7792  -1.9008  -2.1400   2.0467   1.2681  -1.1157  -0.9876   0.9383  -0.0027  -0.0983   0.0164   0.0006   0.1827  -0.0029 
 18.7000   1.9454  -1.9981  -2.2615   2.2413   1.1677  -1.1027  -0.8786   0.8249  -0.0009  -0.1056   0.0182   0.0005   0.1722  -0.0011 
 18.8000   2.2899  -2.2413  -2.2372   2.0711   0.9790  -0.9556  -0.8673   0.9374  -0.0015  -0.1105  -0.0072   0.0004   0.1611  -0.0018 
 18.9000   2.2129  -2.2980  -1.9008   2.3953   1.0525  -0.8976  -1.0664   0.7652   0.0051  -0.1101  -0.0070   0.0009   0.1501  -0.0025 
 19.0000   2.1926  -2.0832  -2.1521   2.1156   1.0491  -1.0084  -0.9322   0.8993   0.0009  -0.1068  -0.0003   0.0009   0.1395  -0.0025 
 19.1000   1.7549  -1.7874  -2.1440   2.1643   1.3183  -1.2187  -0.9331   0.8612  -0.0002  -0.0981   0.0249   0.0009   0.1296  -0.0000 
 19.2000   2.1805  -2.2048  -2.1886   2.1886   1.0707  -1.0240  -0.8794   0.8431  -0.0003  -0.1095  -0.0003   0.0009   0.1187  -0.0001 
 19.3000   2.4196  -2.2615  -2.3021   1.9819   0.9019  -0.9279  -0.8076   0.9608  -0.0020  -0.1121  -0.0129   0.0006   0.1075  -0.0013 
 19.4000   2.3386  -2.4682  -1.7874   2.1562   0.9591  -0.7807  -1.1019   0.9331   0.0030  -0.1094  -0.0280   0.0009   0.0965  -0.0041 
 19.5000   1.9454  -2.2656  -2.1319   2.0467   1.0491  -0.9435  -0.9236   0.9288  -0.0051  -0.1049  -0.0011   0.0004   0.0861  -0.0043 
 19.6000   1.5563  -1.6050  -2.1035   2.1521   1.3468  -1.2958  -0.9513   0.8898  -0.0000  -0.0927   0.0355   0.0003   0.0768  -0.0007 
 19.7000   2.1643  -2.1683  -2.2372   2.1926   1.0820  -1.0023  -0.8509   0.8543  -0.0006  -0.1095   0.0032   0.0003   0.0658  -0.0004 
 19.8000   2.2778  -2.3223  -2.3223   1.9252   1.0049  -0.9262  -0.7738   1.0127  -0.0055  -0.1106  -0.0114  -0.0003   0.0548  -0.0015 
 19.9000   2.1643  -2.5290  -1.8968   1.8481   1.0378  -0.7764  -1.0439   1.0681  -0.0052  -0.1055  -0.0308  -0.0008   0.0442  -0.0046 
 20.0000   1.8238  -1.7630  -2.0548   2.1562   1.1330  -1.1772  -0.9547   0.9080   0.0020  -0.0975   0.0203  -0.0007   0.0345  -0.0026 
