t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi,    x0,       y0,         psi 
 16.8000   2.3142  -2.1156  -2.2534   2.1683   1.1313  -1.4351  -1.0967   0.8128   0.0014  -0.1106  -0.0003   0.0012   0.3197   0.0013 
 16.9000   2.1278  -2.2859  -2.1319   1.8157   0.8699  -0.9591  -0.8232   0.6596  -0.0059  -0.1045  -0.0151   0.0006   0.3092  -0.0002 
 17.0000   2.2251  -2.0670  -2.1156   1.8360   0.7721  -0.8180  -0.8275   0.8543  -0.0015  -0.1030  -0.0111   0.0004   0.2989  -0.0013 
 17.1000   2.0224  -2.0467  -2.1278   1.8279   0.7028  -0.7721  -0.7955   0.8837  -0.0041  -0.1003  -0.0037   0.0000   0.2889  -0.0017 
 17.2000   1.4834  -1.4145  -1.6941   2.2372   1.1278  -1.0283  -0.9876   0.7548   0.0076  -0.0854   0.0336   0.0008   0.2803   0.0016 
 17.3000   2.1562  -2.2008  -1.7792   1.8522   1.1114  -1.3849  -1.1815   0.7825   0.0004  -0.0999  -0.0236   0.0008   0.2703  -0.0007 
 17.4000   1.8360  -1.9130  -2.4318   2.2291   1.0110  -1.1746  -0.9573   0.7920  -0.0035  -0.1051   0.0296   0.0005   0.2598   0.0023 
 17.5000   2.2980  -2.2980  -1.8968   1.8157   1.0015  -1.0898  -0.7565   0.6959  -0.0010  -0.1039  -0.0287   0.0004   0.2494  -0.0006 
 17.6000   2.1764  -2.0224  -2.4196   1.8400   0.6786  -0.8898  -0.6933   0.9487  -0.0053  -0.1057   0.0020  -0.0002   0.2389  -0.0004 
 17.7000   1.7022  -1.6455  -1.7022   2.1156   1.0499  -0.9816  -0.8309   0.6847   0.0059  -0.0896   0.0153   0.0004   0.2299   0.0011 
 17.8000   1.7792  -2.2980  -1.5807   1.7630   1.2862  -1.1677  -1.2187   0.8829  -0.0042  -0.0928  -0.0238   0.0000   0.2206  -0.0013 
 17.9000   2.3386  -1.7185  -2.4439   2.4115   0.9937  -1.2378  -0.9409   0.9365   0.0073  -0.1114   0.0259   0.0007   0.2095   0.0013 
 18.0000   2.0589  -2.1805  -1.8968   1.7428   0.9175  -1.1451  -0.8725   0.5557  -0.0034  -0.0985  -0.0195   0.0004   0.1996  -0.0006 
 18.1000   2.3142  -2.0792  -2.4845   1.7874   0.7695  -0.9383  -0.7574   1.0318  -0.0058  -0.1083  -0.0039  -0.0002   0.1888  -0.0010 
 18.2000   1.7387  -1.4753  -1.7509   2.2413   0.9616  -0.9625  -0.7712   0.7435   0.0094  -0.0901   0.0253   0.0008   0.1798   0.0015 
 18.3000   1.7509  -2.3588  -1.6333   1.6171   1.2352  -1.2836  -1.2222   0.8258  -0.0078  -0.0920  -0.0279  -0.0000   0.1706  -0.0013 
 18.4000   2.2737  -1.8644  -2.4318   2.5290   1.0110  -1.0898  -1.0058   0.9642   0.0063  -0.1137   0.0267   0.0006   0.1592   0.0014 
 18.5000   2.1278  -2.2615  -1.9089   1.8036   0.7868  -1.0144  -0.7773   0.4691  -0.0030  -0.1013  -0.0220   0.0003   0.1491  -0.0008 
 18.6000   2.0467  -2.0792  -2.2251   1.7995   0.7608  -0.7816  -0.7842   0.9686  -0.0057  -0.1019  -0.0033  -0.0003   0.1389  -0.0011 
 18.7000   1.7671  -1.4631  -1.8846   1.8887   1.0370  -0.8837  -0.7608   0.9530   0.0039  -0.0875   0.0176   0.0001   0.1302   0.0006 
 18.8000   1.8603  -2.0913  -1.7752   1.8400   1.3200  -1.1772  -1.1668   0.9547  -0.0021  -0.0946  -0.0109  -0.0001   0.1207  -0.0005 
 18.9000   2.1683  -1.9941  -2.0589   2.4196   1.0629  -1.0508  -1.0733   0.9019   0.0067  -0.1080   0.0103   0.0006   0.1099   0.0006 
 19.0000   2.1562  -2.0792  -2.0184   1.9454   0.8275  -1.0863  -0.9539   0.6873   0.0001  -0.1025  -0.0088   0.0006   0.0997  -0.0003 
 19.1000   2.1197  -2.2129  -2.2656   2.0305   0.7981  -0.8301  -0.8708   0.7903  -0.0041  -0.1079  -0.0012   0.0002   0.0889  -0.0004 
 19.2000   1.6414  -1.5928  -2.0062   2.0184   0.9867  -0.9772  -0.6829   0.7314   0.0008  -0.0907   0.0257   0.0002   0.0798   0.0021 
 19.3000   1.7671  -1.9454  -1.3780   2.0305   1.4014  -1.3468  -1.1469   0.6864   0.0059  -0.0890  -0.0099   0.0009   0.0709   0.0011 
 19.4000   2.2008  -2.3710  -2.0224   2.0103   1.1322  -1.2291  -1.2663   0.8985  -0.0023  -0.1076  -0.0175   0.0006   0.0601  -0.0006 
 19.5000   2.2008  -2.0954  -2.3588   2.0062   0.8353  -0.9582  -0.9123   0.8708  -0.0031  -0.1083   0.0022   0.0003   0.0493  -0.0004 
 19.6000   2.0224  -2.0792  -1.8279   1.8846   0.8950  -0.8673  -0.9694   0.8024  -0.0000  -0.0977  -0.0126   0.0003   0.0395  -0.0017 
 19.7000   1.9697  -2.0670  -2.5331   1.9333   0.8881  -0.8933  -0.8032   1.0093  -0.0087  -0.1063   0.0139  -0.0006   0.0289  -0.0003 
 19.8000   1.8522  -1.4955  -1.6658   2.3750   1.1538  -0.9963  -0.7617   0.6379   0.0133  -0.0924   0.0225   0.0008   0.0197   0.0020 
 19.9000   1.8968  -2.3386  -1.6455   1.7549   1.1581  -1.2127  -1.2057   0.6674  -0.0042  -0.0954  -0.0271   0.0004   0.0101  -0.0007 
 20.0000   2.3993  -1.8765  -2.3710   2.2372   0.7704  -1.1010  -0.9218   0.8751   0.0049  -0.1111   0.0108   0.0008  -0.0010   0.0004 
