t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi,    x0,       y0,         psi 
  5.2000   0.5471   9.7554   0.4661   9.5812   0.0346   1.1071   0.0260   0.7842   0.2544   0.0012   0.5949   0.1058   0.8898   2.9776 
  5.3000   0.6687   9.7676   0.5958   9.5325   0.0597   1.0846   0.0069   0.7851   0.2571   0.0020   0.5856   0.0805   0.8938   3.0362 
  5.4000   0.5107   9.8973   0.6971   9.6663   0.0476   0.9348   0.0078   0.7885   0.2596   0.0052   0.5960   0.0546   0.8960   3.0958 
  5.5000   0.5228   9.8000   0.7093   9.6906   0.0606   0.9400   0.0286   0.7617   0.2590   0.0037   0.5928   0.0287   0.8968   3.1551 
  5.6000   0.6687   9.7433   0.7538   9.4596   0.0563   0.9097   0.1290   0.8967   0.2578   0.0046   0.5773   0.0029   0.8960   3.2128 
  5.7000   0.7093   9.5366   0.6606   9.3299   0.1333   1.0067   0.0138   0.9677   0.2530   0.0020   0.5681  -0.0223   0.8940   3.2696 
  5.8000   0.9160  10.0311   0.7295   9.2772   0.0900   0.8439   0.0450   1.0750   0.2619   0.0071   0.5735  -0.0482   0.8900   3.3270 
  5.9000   0.8552  10.3472   0.8146   9.5366   0.0805   0.7634   0.1143   0.9634   0.2694   0.0096   0.5914  -0.0745   0.8840   3.3861 
  6.0000   1.0376  10.1324   0.8430   9.4393  -0.0390   0.7453   0.0615   1.0517   0.2682   0.0062   0.5744  -0.1004   0.8769   3.4435 
  6.1000   0.9038   9.4961   0.8268   9.9095  -0.0147   1.1131   0.0320   0.8223   0.2642  -0.0061   0.5739  -0.1258   0.8697   3.5009 
  6.2000   0.9484   9.2894   0.8025  10.5052  -0.0718   1.3235   0.0589   0.6024   0.2693  -0.0170   0.5858  -0.1516   0.8618   3.5595 
  6.3000   0.7052   9.0989   0.9524  10.6512   0.0286   1.5018   0.0164   0.4510   0.2676  -0.0163   0.5874  -0.1767   0.8524   3.6182 
  6.4000   0.6485   9.5447   0.8998  10.3229   0.0043   1.3451   0.0753   0.4916   0.2677  -0.0066   0.5948  -0.2008   0.8407   3.6777 
  6.5000   0.8511   9.4596   0.7093  10.0229  -0.0563   1.3754   0.0113   0.6007   0.2630  -0.0088   0.5819  -0.2239   0.8280   3.7359 
  6.6000   0.7052   9.7757   0.5715  10.0189   0.0173   1.1867   0.0087   0.5886   0.2634  -0.0047   0.6012  -0.2459   0.8137   3.7960 
  6.7000   0.6444  10.0229   0.6444   9.7919   0.0597   1.0119   0.0043   0.6293   0.2638   0.0029   0.6015  -0.2667   0.7974   3.8562 
  6.8000   0.6809   9.8487   0.5877   9.7190   0.0658   1.0058   0.0138   0.6604   0.2605   0.0005   0.5941  -0.2863   0.7803   3.9156 
  6.9000   0.9605   9.6784   0.5269   9.4636  -0.0753   1.0811   0.0260   0.7946   0.2579  -0.0027   0.5732  -0.3050   0.7625   3.9729 
  7.0000   0.9403   9.7636   0.5269   9.3420  -0.0961   1.0621   0.0216   0.8837   0.2572   0.0001   0.5727  -0.3223   0.7435   4.0302 
  7.1000   1.1065   9.7068   0.7052   9.5366  -0.2077   0.9478   0.0580   0.8214   0.2632  -0.0029   0.5660  -0.3391   0.7232   4.0868 
  7.2000   0.9403   9.4515   0.7457   9.5812  -0.1497   1.0214   0.0571   0.7773   0.2590  -0.0041   0.5632  -0.3546   0.7025   4.1431 
  7.3000   0.9768   9.3907   0.8876   9.3745  -0.2147   1.0629   0.0632   0.8682   0.2579  -0.0009   0.5487  -0.3686   0.6808   4.1980 
  7.4000   0.8065   9.2894   0.8390   9.5974  -0.1714   1.1928   0.0320   0.7556   0.2567  -0.0034   0.5598  -0.3815   0.6586   4.2540 
  7.5000   0.7701  10.3107   1.0092   9.3988  -0.1177   0.7340  -0.0857   0.8846   0.2686   0.0144   0.5822  -0.3921   0.6339   4.3122 
  7.6000   0.8025  10.4728   0.8309   9.3866  -0.1688   0.8586  -0.0173   0.9253   0.2687   0.0139   0.5918  -0.4013   0.6086   4.3713 
  7.7000   0.7579  10.3593   0.9119   9.9459  -0.1281   0.9244  -0.0710   0.6786   0.2747   0.0071   0.6050  -0.4098   0.5825   4.4318 
  7.8000   0.5593  10.0837   0.8065  10.1689  -0.0199   1.0750   0.0277   0.5496   0.2702   0.0020   0.6132  -0.4171   0.5565   4.4932 
  7.9000   0.7295   9.6582   0.8673  10.4242  -0.0831   1.2308   0.0294   0.4293   0.2710  -0.0079   0.6002  -0.4238   0.5302   4.5532 
  8.0000   0.5228   9.6176   0.8876  10.3148   0.0277   1.1200   0.0493   0.4717   0.2668  -0.0042   0.6014  -0.4284   0.5039   4.6133 
  8.1000   0.6687   9.6055   0.9119  10.2053   0.0225   1.0647   0.0095   0.4916   0.2674  -0.0045   0.5919  -0.4315   0.4773   4.6725 
  8.2000   0.7457   9.1840   1.1186  10.2053   0.0441   1.2412   0.0268   0.5765   0.2657  -0.0081   0.5690  -0.4334   0.4508   4.7294 
  8.3000   0.9484   9.3137   0.6120   9.9216  -0.0658   1.1287   0.0095   0.6717   0.2599  -0.0118   0.5739  -0.4341   0.4248   4.7868 
  8.4000   0.9241   9.3258   0.4742   9.4474  -0.0918   1.1244   0.0061   0.8431   0.2521  -0.0071   0.5641  -0.4329   0.3996   4.8432 
  8.5000   0.7579   9.3056   0.4661   9.5731  -0.0130   1.0482   0.0303   0.8387   0.2513  -0.0070   0.5732  -0.4303   0.3746   4.9005 
  8.6000   1.0132   9.4150   0.5512   9.7392  -0.1697   1.0949   0.0225   0.7608   0.2590  -0.0098   0.5711  -0.4265   0.3490   4.9576 
  8.7000   1.0821   9.1191   0.7336   9.7392  -0.2328   1.2672   0.0589   0.7652   0.2584  -0.0121   0.5533  -0.4214   0.3236   5.0130 
  8.8000   0.9119   9.3177   0.7417   9.7554  -0.2969   1.1512   0.0926   0.7669   0.2591  -0.0076   0.5656  -0.4144   0.2987   5.0695 
  8.9000   0.8795  10.1648   0.7903   9.6784  -0.2328   0.7868   0.0796   0.8327   0.2689   0.0050   0.5900  -0.4046   0.2736   5.1285 
  9.0000   0.8754  10.6147   0.8633   9.7190  -0.1878   0.6656   0.0130   0.6301   0.2759   0.0110   0.6037  -0.3924   0.2488   5.1889 
  9.1000   0.7822  10.5904   0.8390   9.6906  -0.1792   0.6890   0.0320   0.5470   0.2738   0.0120   0.6058  -0.3788   0.2251   5.2495 
  9.2000   0.8552  10.4323   0.7579   9.6906  -0.2034   0.7582   0.0641   0.6570   0.2717   0.0081   0.6010  -0.3642   0.2021   5.3096 
  9.3000   0.8268  10.3512   0.9038   9.8487  -0.1965   0.7236   0.0537   0.4458   0.2741   0.0072   0.5997  -0.3482   0.1799   5.3696 
  9.4000   0.7214  10.0473   0.8754  10.3756  -0.0788   0.8829   0.0969   0.3601   0.2752  -0.0022   0.6112  -0.3315   0.1579   5.4307 
  9.5000   0.9646   9.9014   0.8187  10.3593  -0.2545   0.8933   0.0104   0.3367   0.2755  -0.0075   0.5999  -0.3140   0.1367   5.4907 
  9.6000   1.0619   9.7636   0.8511  10.0918  -0.2233   0.9201   0.0199   0.4925   0.2721  -0.0067   0.5825  -0.2953   0.1169   5.5489 
  9.7000   0.7457   9.4717   0.9038   9.9743  -0.1852   1.0491   0.0225   0.5436   0.2637  -0.0043   0.5778  -0.2760   0.0989   5.6067 
  9.8000   0.9241   9.4717   0.7174   9.7068  -0.3203   1.1036   0.0104   0.7106   0.2603  -0.0055   0.5694  -0.2561   0.0821   5.6636 
  9.9000   1.0578   9.3380   0.7457   9.4393  -0.4094   1.1460   0.0095   0.8240   0.2573  -0.0052   0.5511  -0.2355   0.0668   5.7188 
 10.0000   1.2564   9.0989   0.6566   9.5082  -0.5704   1.3763   0.0043   0.8379   0.2565  -0.0126   0.5420  -0.2145   0.0520   5.7730 
 10.1000   0.8998   9.0381   0.5998   9.5569  -0.4579   1.4351   0.0554   0.8353   0.2512  -0.0102   0.5550  -0.1930   0.0388   5.8285 
 10.2000   0.8065   9.5609   0.7214   9.4515  -0.3575   1.1737   0.0788   0.8915   0.2568   0.0003   0.5677  -0.1700   0.0276   5.8852 
 10.3000   0.8309  10.5944   0.6566   9.6541  -0.3523   0.7989   0.0104   0.7989   0.2717   0.0096   0.6091  -0.1445   0.0179   5.9461 
 10.4000   0.5471  10.7971   0.7903   9.8487  -0.2389   0.5825   0.0424   0.7236   0.2748   0.0149   0.6269  -0.1181   0.0103   6.0088 
 10.5000   0.6323  10.6309   0.7336   9.8649  -0.2735   0.6232   0.0632   0.6596   0.2733   0.0108   0.6211  -0.0915   0.0039   6.0709 
 10.6000   0.7336  10.5904   0.8754   9.7636  -0.2917   0.6059   0.1177   0.6249   0.2745   0.0121   0.6086  -0.0644  -0.0007   6.1318 
 10.7000   0.7093  10.2134   0.7944   9.8041  -0.2424   0.7721   0.1056   0.5401   0.2690   0.0062   0.6011  -0.0377  -0.0041   6.1919 
 10.8000   0.9605   9.8649   0.9119  10.3877  -0.3843   0.9340   0.0840   0.3722   0.2766  -0.0071   0.5968  -0.0103  -0.0074   6.2516 
 10.9000   0.5715   9.4109   0.9889  10.2985  -0.1757   1.1322   0.0615   0.3895   0.2659  -0.0059   0.5893   0.0163  -0.0088   6.3105 
 11.0000   0.6323   9.2691   1.0132  10.2296  -0.2302   1.2196   0.0641   0.3869   0.2643  -0.0072   0.5797   0.0427  -0.0088   6.3685 
 11.1000   0.9362   9.2529   1.0011  10.1445  -0.3774   1.3018   0.0883   0.4397   0.2667  -0.0103   0.5669   0.0694  -0.0076   6.4252 
 11.2000   1.0497   9.1435   0.5634  10.0959  -0.4994   1.3615   0.0234   0.4839   0.2607  -0.0180   0.5723   0.0955  -0.0057   6.4824 
 11.3000   0.9889   9.2286   0.5958   9.6055  -0.4839   1.4083   0.0190   0.7357   0.2552  -0.0096   0.5600   0.1207  -0.0016   6.5384 
